frame,time_s,band_energy,mask_raw,mask_morph
108,2.3466666666666667,0.03548058454782056,0,0
109,2.368,0.048569083808557005,0,0
110,2.3893333333333335,0.04497936444522623,0,0
111,2.4106666666666667,0.046051985655536046,0,0
112,2.432,0.055576115023562835,0,0
113,2.453333333333333,0.10178021041036085,0,0
114,2.474666666666667,0.1116139081660248,0,0
115,2.496,0.11070297493787551,0,0
116,2.517333333333333,0.09590915002288161,0,0
117,2.538666666666667,0.05792555587637065,0,0
118,2.56,0.04294416211606768,0,0
119,2.5813333333333333,0.039523899047754524,0,0
120,2.6026666666666665,0.07309723620327048,0,0
121,2.624,0.09925155956125849,0,0
122,2.6453333333333333,0.07352161780587739,0,0
123,2.6666666666666665,0.062189141632243566,0,0
124,2.688,0.071999287759731,0,0
125,2.7093333333333334,0.09922932962085197,0,0
126,2.7306666666666666,0.10409904590855734,0,0
127,2.752,0.10926378155535212,0,0
128,2.7733333333333334,0.07714960704857243,0,0
129,2.7946666666666666,0.0553541341628467,0,0
130,2.816,0.08990392091203726,0,0
131,2.8373333333333335,0.10118397132275513,0,0
132,2.8586666666666667,0.076994970384199,0,0
133,2.88,0.0730132139860369,0,0
134,2.9013333333333335,0.0900815272979291,0,0
135,2.9226666666666667,0.06317268728183076,0,0
136,2.944,0.03433811814283251,0,0
137,2.965333333333333,0.07012835849793947,0,0
138,2.986666666666667,0.06363116391679685,0,0
139,3.008,0.0552743003838022,0,0
140,3.029333333333333,0.07716611916533388,0,0
141,3.050666666666667,0.06596133158659724,0,0
142,3.072,0.06279793811966294,0,0
143,3.0933333333333333,0.0821755432520644,0,0
144,3.1146666666666665,0.08364261291544113,0,0
145,3.136,0.08017812686014836,0,0
146,3.1573333333333333,0.09853779760072179,0,0
147,3.1786666666666665,0.06189403649406968,0,0
148,3.2,0.050321135154074347,0,0
149,3.2213333333333334,0.03569965398177156,0,0
150,3.2426666666666666,0.06971756940092014,0,0
151,3.264,0.07084462158063824,0,0
152,3.2853333333333334,0.056348707953034045,0,0
153,3.3066666666666666,0.04472933687538948,0,0
154,3.328,0.0412884454494112,0,0
155,3.3493333333333335,0.03558180490691541,0,0
156,3.3706666666666667,0.053773483943956986,0,0
157,3.392,0.07795085773724467,0,0
158,3.4133333333333336,0.04152496406809767,0,0
159,3.4346666666666668,0.03707358902786367,0,0
160,3.456,0.05945622157043376,0,0
161,3.477333333333333,0.08310975563795389,0,0
162,3.498666666666667,0.0615943522164275,0,0
163,3.52,0.02696779561688658,0,0
164,3.541333333333333,0.023176308093151504,0,0
165,3.562666666666667,0.0349348193983044,0,0
166,3.584,0.04472966055359529,0,0
167,3.6053333333333333,0.031046125052940316,0,0
168,3.6266666666666665,0.02294759802097633,0,0
169,3.648,0.05980052241775382,0,0
170,3.6693333333333333,0.07747687371117659,0,0
171,3.6906666666666665,0.04519984308305522,0,0
172,3.712,0.01901122444299304,0,0
173,3.7333333333333334,0.029665317241094308,0,0
174,3.7546666666666666,0.035555029207797934,0,0
175,3.776,0.017448111085662035,0,0
176,3.7973333333333334,0.022083726335166608,0,0
177,3.8186666666666667,0.018244417959515577,0,0
178,3.84,0.027190605975982003,0,0
179,3.8613333333333335,0.02709835423146719,0,0
180,3.8826666666666667,0.022037382715442776,0,0
181,3.904,0.01568189524921273,0,0
182,3.925333333333333,0.021313404983808525,0,0
183,3.9466666666666668,0.026909020208518934,0,0
184,3.968,0.016846591460161903,0,0
185,3.989333333333333,0.01656900740623319,0,0
186,4.010666666666666,0.031980569373212926,0,0
187,4.032,0.034535186527670875,0,0
188,4.053333333333334,0.030389791311326138,0,0
189,4.074666666666666,0.01942869459344525,0,0
190,4.096,0.03020843039123659,0,0
191,4.117333333333334,0.051633944101942685,0,0
192,4.1386666666666665,0.04079089259587188,0,0
193,4.16,0.028207881545560472,0,0
194,4.181333333333333,0.0461023480646888,0,0
195,4.2026666666666666,0.06643579540042828,0,0
196,4.224,0.04887784363290762,0,0
197,4.245333333333333,0.024984688306916514,0,0
198,4.266666666666667,0.031591480317948624,0,0
199,4.288,0.03208997696827015,0,0
200,4.309333333333333,0.040760333189649806,0,0
201,4.330666666666667,0.03222374039185555,0,0
202,4.352,0.02445329429729036,0,0
203,4.373333333333333,0.02557498434247485,0,0
204,4.394666666666667,0.039403446342119175,0,0
205,4.416,0.03079481078888754,0,0
206,4.437333333333333,0.0300199996864356,0,0
207,4.458666666666667,0.03549352783827201,0,0
208,4.48,0.033870247382475564,0,0
209,4.501333333333333,0.04983986982090281,0,0
210,4.522666666666667,0.056443394527355,0,0
211,4.544,0.054948967784652164,0,0
212,4.565333333333333,0.041899413042326604,0,0
213,4.586666666666667,0.061169454888706724,0,0
214,4.608,0.07252064021779225,0,0
215,4.629333333333333,0.05854523340908344,0,0
216,4.650666666666667,0.04338044732120344,0,0
217,4.672,0.022651761782162695,0,0
218,4.693333333333333,0.029032828579133578,0,0
219,4.714666666666667,0.027056128381215003,0,0
220,4.736,0.021918279088593715,0,0
221,4.757333333333333,0.019562008582674508,0,0
222,4.778666666666667,0.02190940719862638,0,0
223,4.8,0.028688200461678276,0,0
224,4.8213333333333335,0.029705884006944176,0,0
225,4.842666666666666,0.02479672391667132,0,0
226,4.864,0.029509221780905155,0,0
227,4.8853333333333335,0.050048308821315786,0,0
228,4.906666666666666,0.031657632366066855,0,0
229,4.928,0.028407930401155294,0,0
230,4.949333333333334,0.05539175977920017,0,0
231,4.970666666666666,0.06454383272493448,0,0
232,4.992,0.04420935002056682,0,0
233,5.013333333333334,0.020966401259841328,0,0
234,5.034666666666666,0.02487399608648626,0,0
235,5.056,0.031270622078311015,0,0
236,5.077333333333334,0.024696788900647658,0,0
237,5.0986666666666665,0.026931497666948256,0,0
238,5.12,0.04375316057501673,0,0
239,5.141333333333334,0.05867805577448299,0,0
240,5.1626666666666665,0.06682450118744027,0,0
241,5.184,0.041216670977592074,0,0
242,5.205333333333333,0.034952405925064337,0,0
243,5.226666666666667,0.035040878091355615,0,0
244,5.248,0.023751995820027415,0,0
245,5.269333333333333,0.017831476979549944,0,0
246,5.290666666666667,0.022436345080499277,0,0
247,5.312,0.020343339371205596,0,0
248,5.333333333333333,0.03474347614190857,0,0
249,5.354666666666667,0.05396133834941431,0,0
250,5.376,0.05739370584119519,0,0
251,5.397333333333333,0.034390005130267784,0,0
252,5.418666666666667,0.01665832973782083,0,0
253,5.44,0.0337862948364537,0,0
254,5.461333333333333,0.05151256049414962,0,0
255,5.482666666666667,0.050430918913020005,0,0
256,5.504,0.07175730938020235,0,0
257,5.525333333333333,0.06510622811681728,0,0
258,5.546666666666667,0.042303379097901855,0,0
259,5.568,0.020743363415099587,0,0
260,5.589333333333333,0.034415030646565106,0,0
261,5.610666666666667,0.05663776964414786,0,0
262,5.632,0.05679563717302545,0,0
263,5.653333333333333,0.04141355018073801,0,0
264,5.674666666666667,0.04166271904400176,0,0
265,5.696,0.03912755442505633,0,0
266,5.717333333333333,0.04220909312626658,0,0
267,5.738666666666667,0.03598702904001695,0,0
268,5.76,0.026950908692174078,0,0
269,5.781333333333333,0.033867340349675264,0,0
270,5.802666666666667,0.04920645779505259,0,0
271,5.824,0.030095189607345595,0,0
272,5.8453333333333335,0.018228879068844732,0,0
273,5.866666666666666,0.04150388816409146,0,0
274,5.888,0.05247823822490769,0,0
275,5.9093333333333335,0.06255038667779306,0,0
276,5.930666666666666,0.06306541592131448,0,0
277,5.952,0.05078809969865754,0,0
278,5.973333333333334,0.054241888051421557,0,0
279,5.994666666666666,0.036931499183495475,0,0
280,6.016,0.022319894475604295,0,0
281,6.037333333333334,0.022636380022330087,0,0
282,6.058666666666666,0.026735590283475642,0,0
283,6.08,0.019945521655051146,0,0
284,6.101333333333334,0.022508814355418155,0,0
285,6.1226666666666665,0.05314952474252368,0,0
286,6.144,0.05757594685101053,0,0
287,6.165333333333334,0.0496933737684659,0,0
288,6.1866666666666665,0.053845952522293426,0,0
289,6.208,0.051081801964787524,0,0
290,6.229333333333333,0.04449130336322765,0,0
291,6.250666666666667,0.03272803061038513,0,0
292,6.272,0.02010560202600304,0,0
293,6.293333333333333,0.028390459392791393,0,0
294,6.314666666666667,0.038293301990094786,0,0
295,6.336,0.035301526500736924,0,0
296,6.357333333333333,0.038643416228145266,0,0
297,6.378666666666667,0.01944354084627139,0,0
298,6.4,0.022344723234171606,0,0
299,6.421333333333333,0.023086408414556368,0,0
300,6.442666666666667,0.021094591545687602,0,0
301,6.464,0.04000305791214459,0,0
302,6.485333333333333,0.07416886841287997,0,0
303,6.506666666666667,0.07204363756964194,0,0
304,6.528,0.06879007095777019,0,0
305,6.549333333333333,0.06033117321495001,0,0
306,6.570666666666667,0.05361139432925847,0,0
307,6.592,0.06956009602200848,0,0
308,6.613333333333333,0.06336936758013838,0,0
309,6.634666666666667,0.04996645662745259,0,0
310,6.656,0.05423656091746862,0,0
311,6.677333333333333,0.04355315394853837,0,0
312,6.698666666666667,0.031710262830017516,0,0
313,6.72,0.04899086756445359,0,0
314,6.741333333333333,0.08515997096145303,0,0
315,6.762666666666667,0.056881124238522755,0,0
316,6.784,0.04818920477831895,0,0
317,6.8053333333333335,0.0471555526876565,0,0
318,6.826666666666667,0.06741652850828192,0,0
319,6.848,0.050241182829869266,0,0
320,6.8693333333333335,0.05571151163219711,0,0
321,6.890666666666666,0.053757309014322546,0,0
322,6.912,0.06848397322410611,0,0
323,6.933333333333334,0.05183754316338389,0,0
324,6.954666666666666,0.07248560080225143,0,0
325,6.976,0.09191785526783161,0,0
326,6.997333333333334,0.0822090912757309,0,0
327,7.018666666666666,0.08614298601749565,0,0
328,7.04,0.047960362513566404,0,0
329,7.061333333333334,0.04729914903978526,0,0
330,7.082666666666666,0.08565572552110734,0,0
331,7.104,0.06387449536898214,0,0
332,7.125333333333334,0.06491308819661507,0,0
333,7.1466666666666665,0.1047889285408134,0,0
334,7.168,0.09826141519811912,0,0
335,7.189333333333333,0.09899622875484825,0,0
336,7.210666666666667,0.06176347461463221,0,0
337,7.232,0.06928987226058361,0,0
338,7.253333333333333,0.07396065490291431,0,0
339,7.274666666666667,0.07271310585960691,0,0
340,7.296,0.04961910883001574,0,0
341,7.317333333333333,0.03450935493169715,0,0
342,7.338666666666667,0.10141854038235978,0,0
343,7.36,0.10630627155280631,0,0
344,7.381333333333333,0.0745195093496128,0,0
345,7.402666666666667,0.05609196593771232,0,0
346,7.424,0.09377151379990345,0,0
347,7.445333333333333,0.1376256952954741,0,0
348,7.466666666666667,0.1440448580076743,0,0
349,7.488,0.09951964282261425,0,0
350,7.509333333333333,0.12676843512030642,0,0
351,7.530666666666667,0.09847546716235607,0,0
352,7.552,0.09348560301647452,0,0
353,7.573333333333333,0.043483762443003865,0,0
354,7.594666666666667,0.10984709699805076,0,0
355,7.616,0.14672084546258557,0,0
356,7.637333333333333,0.12947801699173142,0,0
357,7.658666666666667,0.20057460689649695,1,0
358,7.68,0.1506794339980652,0,0
359,7.701333333333333,0.0898387371631672,0,0
360,7.722666666666667,0.09988095621307391,0,0
361,7.744,0.12735050583872368,0,0
362,7.765333333333333,0.06216514678169105,0,0
363,7.786666666666667,0.06481784976824442,0,0
364,7.808,0.10212734981787266,0,0
365,7.8293333333333335,0.12043175935316865,0,0
366,7.850666666666666,0.10135002404763252,0,0
367,7.872,0.09486926174133639,0,0
368,7.8933333333333335,0.13675519584608065,0,0
369,7.914666666666666,0.10830806967170391,0,0
370,7.936,0.06721561996015449,0,0
371,7.957333333333334,0.10734506784958657,0,0
372,7.978666666666666,0.08289467077932977,0,0
373,8.0,0.0929034899878706,0,0
374,8.021333333333333,0.15155894282591825,0,0
375,8.042666666666667,0.18464041156757088,1,1
376,8.064,0.15566523298255022,0,1
377,8.085333333333333,0.18167789863478648,1,1
378,8.106666666666667,0.2616520470102252,1,1
379,8.128,0.2865227929841021,1,1
380,8.149333333333333,0.20020977601805723,1,1
381,8.170666666666667,0.11411006963452128,0,1
382,8.192,0.12540369618414235,0,1
383,8.213333333333333,0.1701582415012015,1,1
384,8.234666666666667,0.12326715698942356,0,1
385,8.256,0.08621927923876876,0,1
386,8.277333333333333,0.09432219060737243,0,1
387,8.298666666666668,0.1707817844535644,1,1
388,8.32,0.1574494518106631,1,1
389,8.341333333333333,0.17127348165081033,1,1
390,8.362666666666666,0.11855242015678348,0,1
391,8.384,0.09734361234935475,0,1
392,8.405333333333333,0.2076586225653261,1,1
393,8.426666666666666,0.22894749359791275,1,1
394,8.448,0.2304719736711674,1,1
395,8.469333333333333,0.2040939594055756,1,1
396,8.490666666666666,0.18204985579616867,1,1
397,8.512,0.13463217045622822,0,1
398,8.533333333333333,0.1499538111689808,0,1
399,8.554666666666666,0.17686891113137873,1,1
400,8.576,0.18081438711260345,1,1
401,8.597333333333333,0.2542468684085467,1,1
402,8.618666666666666,0.29387566048514985,1,1
403,8.64,0.2052610464853108,1,1
404,8.661333333333333,0.19267070175853082,1,1
405,8.682666666666666,0.3086099687775689,1,1
406,8.704,0.21081413935685336,1,1
407,8.725333333333333,0.0949044581005928,0,1
408,8.746666666666666,0.09105802943137656,0,1
409,8.768,0.18982134190629546,1,1
410,8.789333333333333,0.3050858789547071,1,1
411,8.810666666666666,0.24215055670535546,1,1
412,8.832,0.19746316621504673,1,1
413,8.853333333333333,0.22019375939706157,1,1
414,8.874666666666666,0.08137432730686588,0,1
415,8.896,0.19987974960945257,1,1
416,8.917333333333334,0.26354732791303864,1,1
417,8.938666666666666,0.1963321247638558,1,1
418,8.96,0.31179841671539177,1,1
419,8.981333333333334,0.377290361546016,1,1
420,9.002666666666666,0.273826292703285,1,1
421,9.024,0.3601575682140528,1,1
422,9.045333333333334,0.30095261155940906,1,1
423,9.066666666666666,0.42326639288741197,1,1
424,9.088,0.5336594641964018,1,1
425,9.109333333333334,0.37889761904386315,1,1
426,9.130666666666666,0.36722326831032215,1,1
427,9.152,0.22815285158530627,1,1
428,9.173333333333334,0.09337418706131934,0,1
429,9.194666666666667,0.18729221450429973,1,1
430,9.216,0.2672652382936916,1,1
431,9.237333333333334,0.1898850844579013,1,1
432,9.258666666666667,0.18193328878808873,1,1
433,9.28,0.25083475921719095,1,1
434,9.301333333333334,0.4531059329848207,1,1
435,9.322666666666667,0.35169228297888455,1,1
436,9.344,0.24720398062582177,1,1
437,9.365333333333334,0.22511750099209016,1,1
438,9.386666666666667,0.3230368118608258,1,1
439,9.408,0.30524956462143443,1,1
440,9.429333333333334,0.3397954205317985,1,1
441,9.450666666666667,0.3580741459628903,1,1
442,9.472,0.22461075242758663,1,1
443,9.493333333333334,0.09851438977586775,0,1
444,9.514666666666667,0.1551743913953935,0,1
445,9.536,0.24607180093310013,1,1
446,9.557333333333334,0.2407754784350878,1,1
447,9.578666666666667,0.21085902040662008,1,1
448,9.6,0.3131564583923246,1,1
449,9.621333333333334,0.419856443432468,1,1
450,9.642666666666667,0.31809416445265276,1,1
451,9.664,0.14205062209456218,0,1
452,9.685333333333332,0.15990258037201946,1,1
453,9.706666666666667,0.08224004370673012,0,1
454,9.728,0.1088792965729207,0,1
455,9.749333333333333,0.12850750881403702,0,1
456,9.770666666666667,0.26042655824073285,1,1
457,9.792,0.2095923606879383,1,1
458,9.813333333333333,0.09990211687753711,0,1
459,9.834666666666667,0.10564024733806124,0,1
460,9.856,0.1728211209818862,1,1
461,9.877333333333333,0.21987874924558348,1,1
462,9.898666666666667,0.190431989874631,1,1
463,9.92,0.1618061559208566,1,1
464,9.941333333333333,0.3304406883713566,1,1
465,9.962666666666667,0.4503466368746205,1,1
466,9.984,0.3139741452491535,1,1
467,10.005333333333333,0.2104816952338501,1,1
468,10.026666666666667,0.3892665981541069,1,1
469,10.048,0.4495438879464486,1,1
470,10.069333333333333,0.38471737820826,1,1
471,10.090666666666667,0.3163309289550703,1,1
472,10.112,0.29398718000872603,1,1
473,10.133333333333333,0.3845785386932947,1,1
474,10.154666666666667,0.28449544388749265,1,1
475,10.176,0.1861530255539407,1,1
476,10.197333333333333,0.20616717543126384,1,1
477,10.218666666666667,0.2924077631908593,1,1
478,10.24,0.30052474175428934,1,1
479,10.261333333333333,0.13819048691338945,0,1
480,10.282666666666668,0.22966212048739543,1,1
481,10.304,0.32126493476418705,1,1
482,10.325333333333333,0.16151266436356373,1,1
483,10.346666666666666,0.21758852388397398,1,1
484,10.368,0.17572321714410305,1,1
485,10.389333333333333,0.20560715859696088,1,1
486,10.410666666666666,0.2343355450140312,1,1
487,10.432,0.19626103188245933,1,1
488,10.453333333333333,0.16530601489182817,1,1
489,10.474666666666666,0.201521949241464,1,1
490,10.496,0.2695645428121962,1,1
491,10.517333333333333,0.32496501658667626,1,1
492,10.538666666666666,0.39346327815933624,1,1
493,10.56,0.2430514935189883,1,1
494,10.581333333333333,0.11176553716161933,0,1
495,10.602666666666666,0.22365050711851436,1,1
496,10.624,0.2997047783192871,1,1
497,10.645333333333333,0.3372282486130054,1,1
498,10.666666666666666,0.34417320247328115,1,1
499,10.688,0.31319914505749924,1,1
500,10.709333333333333,0.23671853235681942,1,1
501,10.730666666666666,0.26432043623891416,1,1
502,10.752,0.24878676255910653,1,1
503,10.773333333333333,0.26592145607357237,1,1
504,10.794666666666666,0.3554236165583308,1,1
505,10.816,0.27658268049544865,1,1
506,10.837333333333333,0.40854510135107003,1,1
507,10.858666666666666,0.3839465066192269,1,1
508,10.88,0.3671494226936102,1,1
509,10.901333333333334,0.41272718293107974,1,1
510,10.922666666666666,0.40147091024032344,1,1
511,10.944,0.3017834921754782,1,1
512,10.965333333333334,0.29134936044608595,1,1
513,10.986666666666666,0.2668020804742475,1,1
514,11.008,0.22112821127313786,1,1
515,11.029333333333334,0.31801067586164555,1,1
516,11.050666666666666,0.3431202404640355,1,1
517,11.072,0.1594020283778055,1,1
518,11.093333333333334,0.1028864718685902,0,1
519,11.114666666666666,0.08416498787780484,0,1
520,11.136,0.13886808594138508,0,1
521,11.157333333333334,0.24658384725946897,1,1
522,11.178666666666667,0.21780968840224826,1,1
523,11.2,0.11754885770037751,0,1
524,11.221333333333334,0.14318486266823116,0,1
525,11.242666666666667,0.17511835282500043,1,1
526,11.264,0.2629245876016634,1,1
527,11.285333333333334,0.2197382335644082,1,1
528,11.306666666666667,0.1902090371847827,1,1
529,11.328,0.09891246612541041,0,1
530,11.349333333333334,0.17789607557320913,1,1
531,11.370666666666667,0.19983302192749952,1,1
532,11.392,0.2681113234167751,1,1
533,11.413333333333334,0.29614058546322347,1,1
534,11.434666666666667,0.15317989192763512,0,1
535,11.456,0.11213456014177801,0,1
536,11.477333333333334,0.23057084117225485,1,1
537,11.498666666666667,0.25461448542209203,1,1
538,11.52,0.231618723968786,1,1
539,11.541333333333334,0.09923701738473657,0,1
540,11.562666666666667,0.1776406279689646,1,1
541,11.584,0.3034460142454943,1,1
542,11.605333333333334,0.24994756076414926,1,1
543,11.626666666666667,0.1469707293707893,0,1
544,11.648,0.17183895154054601,1,1
545,11.669333333333332,0.14518162256892603,0,1
546,11.690666666666667,0.15881265447749188,1,1
547,11.712,0.20252865062466668,1,1
548,11.733333333333333,0.2904307626042442,1,1
549,11.754666666666667,0.2551761605305194,1,1
550,11.776,0.340443587960434,1,1
551,11.797333333333333,0.39513855966329076,1,1
552,11.818666666666667,0.45025778014407364,1,1
553,11.84,0.3781418314277666,1,1
554,11.861333333333333,0.197577675536216,1,1
555,11.882666666666667,0.1130038804006506,0,1
556,11.904,0.20735056188546677,1,1
557,11.925333333333333,0.32399361898705714,1,1
558,11.946666666666667,0.30778138159117296,1,1
559,11.968,0.19768960419623982,1,1
560,11.989333333333333,0.14017595400922508,0,0
561,12.010666666666667,0.09140261980933084,0,0
562,12.032,0.08281574379149229,0,0
563,12.053333333333333,0.06256018449567888,0,0
564,12.074666666666667,0.0523711717585796,0,0
565,12.096,0.12317511496572778,0,0
566,12.117333333333333,0.18879720442998044,1,1
567,12.138666666666667,0.20963327329379544,1,1
568,12.16,0.20827424856777796,1,1
569,12.181333333333333,0.16398260312445,1,1
570,12.202666666666667,0.19751700491241664,1,1
571,12.224,0.15581069522059224,0,0
572,12.245333333333333,0.0929431034545487,0,0
573,12.266666666666667,0.10003490354619177,0,0
574,12.288,0.08621370889153172,0,0
575,12.309333333333333,0.10128731348119373,0,0
576,12.330666666666668,0.261816852826942,1,1
577,12.352,0.3169743286839845,1,1
578,12.373333333333333,0.18235595988518855,1,1
579,12.394666666666666,0.1462645256276504,0,0
580,12.416,0.1521575229052138,0,0
581,12.437333333333333,0.13705989340300698,0,0
582,12.458666666666666,0.1505337039401965,0,0
583,12.48,0.11625558208161696,0,0
584,12.501333333333333,0.15518524986054114,0,0
585,12.522666666666666,0.17569542363892174,1,1
586,12.544,0.2786966269173894,1,1
587,12.565333333333333,0.27547625298349665,1,1
588,12.586666666666666,0.17945684450256638,1,1
589,12.608,0.2306940235997706,1,1
590,12.629333333333333,0.2376281585901239,1,1
591,12.650666666666666,0.18852034219831612,1,1
592,12.672,0.23404077485811683,1,1
593,12.693333333333333,0.2522258665931383,1,1
594,12.714666666666666,0.20702488279599748,1,1
595,12.736,0.14218693357202344,0,1
596,12.757333333333333,0.15261393710750687,0,1
597,12.778666666666666,0.23460614313972591,1,1
598,12.8,0.38198017685226027,1,1
599,12.821333333333333,0.35892906175056527,1,1
600,12.842666666666666,0.24798111748445018,1,1
601,12.864,0.2206902349761799,1,1
602,12.885333333333334,0.17592946361747555,1,1
603,12.906666666666666,0.1907607836691314,1,1
604,12.928,0.17246865125487762,1,1
605,12.949333333333334,0.18052779034639865,1,1
606,12.970666666666666,0.10843811752786278,0,0
607,12.992,0.12944156273890955,0,0
608,13.013333333333334,0.14807690349235877,0,0
609,13.034666666666666,0.07713706606853171,0,0
610,13.056,0.05784768642186425,0,0
611,13.077333333333334,0.050098624655966636,0,0
612,13.098666666666666,0.11535071998000417,0,0
613,13.12,0.12101845375900397,0,0
614,13.141333333333334,0.09177339737952406,0,0
615,13.162666666666667,0.06810434257799693,0,0
616,13.184,0.13121582744832333,0,0
617,13.205333333333334,0.11095724143722162,0,0
618,13.226666666666667,0.11006364886673896,0,0
619,13.248,0.15462481160082597,0,0
620,13.269333333333334,0.2236011158302432,1,0
621,13.290666666666667,0.20880059849980087,1,0
622,13.312,0.07426347849393217,0,0
623,13.333333333333334,0.0885205781564005,0,0
624,13.354666666666667,0.14541932670471122,0,0
625,13.376,0.12091203688608738,0,0
626,13.397333333333334,0.09079063866688372,0,0
627,13.418666666666667,0.06683429428520807,0,0
628,13.44,0.05384809765422666,0,0
629,13.461333333333334,0.04883161176546237,0,0
630,13.482666666666667,0.06441367031325082,0,0
631,13.504,0.08199579645523077,0,0
632,13.525333333333334,0.08599467078710636,0,0
633,13.546666666666667,0.12264460077809188,0,0
634,13.568,0.13091563303013837,0,0
635,13.589333333333334,0.14592240374085785,0,0
636,13.610666666666667,0.12040517719366295,0,0
637,13.632,0.11412415748826217,0,0
638,13.653333333333334,0.08412607191084392,0,0
